datetime,Global_active_power,trend_30,day_of_week,rolling_mean_7,rolling_std_7,z_score,anomaly,iso_anomaly
2007-01-23,1.2344722222222222,1.6519372599834414,Tuesday,1.6516585317460315,0.5201311726121445,-0.8020790360029052,False,0.0
2007-01-24,2.074898611111111,1.6576023988723303,Wednesday,1.6655638888888888,0.5314735460930865,0.7701883287160415,False,0.0
2007-01-25,1.1085722222222223,1.6034874451686263,Thursday,1.643230753968254,0.5539261236088258,-0.9652163148810066,False,0.0
2007-01-26,1.1235916666666663,1.6055525377612192,Friday,1.6568748015873014,0.5371716383347778,-0.9927611527924352,False,0.0
2007-01-27,1.4194944444444444,1.6048912877612191,Saturday,1.548773611111111,0.4892455126031993,-0.2642419058251393,False,0.0
2007-01-28,2.147466296038916,1.602992201332887,Sunday,1.517532486735718,0.4319832043483263,1.458236808659014,False,0.0
2007-01-29,1.37685,1.5842302240496229,Monday,1.4979064946722258,0.4352664594968777,-0.2781204295229972,False,0.0
2007-01-30,1.1859708333333334,1.5428784184940674,Tuesday,1.4909777248309564,0.4405132481039889,-0.6923898266633335,False,0.0
2007-01-31,1.6414944444444444,1.533960548123697,Wednesday,1.4290628438785753,0.3694971909221887,0.5749207457726097,False,0.0
2007-02-01,1.2671944444444443,1.546819899975549,Thursday,1.451723161338893,0.3509657520922817,-0.5257741411929258,False,0.0
2007-02-02,1.15815,1.5619514277533268,Friday,1.4566600661007971,0.3457855951579656,-0.8632808025575173,False,0.0
2007-02-03,2.798418055555556,1.5797826777533264,Saturday,1.653649153402385,0.611651641341387,1.8716027633680952,False,1.0
2007-02-04,2.4971805555555555,1.6002126777533263,Sunday,1.7036083333333334,0.6701896249787384,1.1841010255081137,False,1.0
2007-02-05,1.1425555555555555,1.6033817055311042,Monday,1.6701376984126983,0.6946332398959781,-0.7595118006966508,False,0.0
2007-02-06,0.8843611111111112,1.5762025388644376,Tuesday,1.6270505952380954,0.7376905212102836,-1.0067765042019234,False,0.0
2007-02-07,1.616679166666667,1.5782085110866602,Wednesday,1.6235055555555558,0.7376691671640772,-0.0092539978526315,False,0.0
2007-02-08,1.2509819444444443,1.5766427703459192,Thursday,1.6211894841269845,0.7389985887146258,-0.5009583852202735,False,0.0
2007-02-09,1.1251375,1.5642677240496228,Friday,1.6164734126984128,0.7425429058895014,-0.6616936325178886,False,0.0
2007-02-10,1.964811111111111,1.577557862938512,Saturday,1.497386706349206,0.5676404834156317,0.8234514951246922,False,0.0
2007-02-11,2.4800194444444443,1.6263988814570305,Sunday,1.494935119047619,0.5626176314895709,1.7508948711556431,False,0.0
2007-02-12,1.3038958333333333,1.5960932333088822,Monday,1.5179837301587302,0.5489137118251399,-0.3900210401258769,False,0.0
2007-02-13,0.9823236111111112,1.5591635987568528,Tuesday,1.531978373015873,0.53102428816806,-1.0350840331634803,False,0.0
2007-02-14,1.735188888888889,1.5672653117198156,Wednesday,1.548908333333333,0.5360402180446626,0.3475122747973264,False,0.0
2007-02-15,1.3787125,1.574185265423519,Thursday,1.5671555555555554,0.5262937159711106,-0.3580568223351149,False,0.0
2007-02-16,1.182311111111111,1.5476769320901862,Friday,1.5753232142857143,0.5186792141685124,-0.7577170868600077,False,0.0
2007-02-17,1.4423,1.5535901265346306,Saturday,1.5006787698412698,0.4900953249833625,-0.1191171734667162,False,0.0
2007-02-18,2.6595569444444447,1.6079725802383342,Sunday,1.526326984126984,0.550824566111321,2.057333732076932,False,0.0
2007-02-19,1.5184819444444444,1.5860485524605563,Monday,1.5569821428571429,0.5422874348991785,-0.0709959256567624,False,0.0
2007-02-20,2.18745,1.580091746905001,Tuesday,1.7291430555555556,0.5202940841567284,0.8808613405383032,False,0.0
2007-02-21,1.4394958333333332,1.5776005432012972,Wednesday,1.6869011904761906,0.531601971894638,-0.4653958604801647,False,0.0
2007-02-22,2.3431696801112656,1.614557125130932,Thursday,1.824680787634943,0.5624988116922977,0.9217599783303194,False,1.0
2007-02-23,0.9121388888888888,1.5757984677235244,Friday,1.786084755888911,0.6202278907675008,-1.409072181385713,False,0.0
2007-02-24,0.4964736111111111,1.5553951806864876,Saturday,1.6509667003333557,0.7879516210518182,-1.4651827071326264,False,1.0
2007-02-25,0.3484305555555556,1.529556476982784,Sunday,1.3208057876349426,0.7790495355162739,-1.2481558460014957,False,1.0
2007-02-26,0.3947805555555556,1.4953993473531542,Monday,1.160277017793673,0.8445481571604014,-0.9063976467747236,False,1.0
2007-02-27,0.3597999999999999,1.4358104708185235,Tuesday,0.8991841606508159,0.7514499649413625,-0.7177911847968553,False,1.0
2007-02-28,0.3616486111111111,1.4019704245222273,Wednesday,0.7452059860476411,0.7324735620331678,-0.523646715482629,False,1.0
2007-03-01,0.3594194444444444,1.3744187115592643,Thursday,0.4618130952380951,0.2050478353426721,-0.499364700059049,False,0.0
2007-03-02,0.3581166666666666,1.3316394523000052,Friday,0.3826670634920634,0.0522472601443347,-0.4698886938296012,False,0.0
2007-03-03,0.5688347222222222,1.3083607948925975,Saturday,0.393004365079365,0.0788850486498056,2.22894401603808,False,0.0
2007-03-04,1.4518749999999998,1.318151628225931,Sunday,0.5506392857142857,0.4046842235990124,2.2270097565718734,False,0.0
2007-03-05,1.8474527777777776,1.2864527856333383,Monday,0.7581638888888887,0.6243108184165153,1.744786181427596,False,1.0
2007-03-06,0.865625,1.2320676004481534,Tuesday,0.8304246031746031,0.5992894145817443,0.0587368906723705,False,0.0
2007-03-07,1.6494486111111113,1.248964035633339,Wednesday,1.0143960317460317,0.6283600087669176,1.010650853817536,False,0.0
2007-03-08,1.0917583333333334,1.2558772763740793,Thursday,1.1190158730158728,0.5581802607861442,-0.0488328620652936,False,0.0
2007-03-09,0.8837583333333334,1.2314465819296347,Friday,1.1941075396825396,0.4666009037216054,-0.6651277438038871,False,0.0
2007-03-10,1.7254944444444444,1.247263665262968,Saturday,1.359344642857143,0.409589482401149,0.893943368469352,False,0.0
2007-03-11,2.417108333333333,1.2903293597074126,Sunday,1.4972351190476192,0.5750053533794879,1.5997646089368194,False,0.0
2007-03-12,1.3546305555555556,1.2699900078555608,Monday,1.4268319444444446,0.5547934063795446,-0.1301410363905708,False,0.0
2007-03-13,0.8959333333333334,1.2171871374851904,Tuesday,1.4311617063492064,0.5497792307665087,-0.9735332712908258,False,0.0
2007-03-14,1.245391666666667,1.2152369985963014,Wednesday,1.3734392857142856,0.5442244337034002,-0.235284583193492,False,0.0
2007-03-15,1.3088986111111112,1.226122831929635,Thursday,1.4044593253968254,0.531533480467814,-0.1797830575067617,False,0.0
2007-03-16,1.1819819444444446,1.2076826004481531,Friday,1.4470626984126986,0.4934282074261306,-0.5372225381094338,False,0.0
2007-03-17,1.4083958333333333,1.2086720448925978,Saturday,1.401762896825397,0.4779181869302918,0.0138788116655283,False,0.0
2007-03-18,1.646559722222222,1.2241469985963014,Sunday,1.2916845238095238,0.2289880467180707,1.5497542491797365,False,0.0
2007-03-19,1.4948041666666667,1.2258971374851904,Monday,1.3117093253968253,0.2412127660006511,0.7590594988216635,False,0.0
2007-03-20,1.4487694444444446,1.1855375541518571,Tuesday,1.3906859126984126,0.1588270978949747,0.3657029091121467,False,0.0
2007-03-21,1.487563888888889,1.1845069523000051,Wednesday,1.4252819444444444,0.1479036897259279,0.4210979763916347,False,0.0
2007-03-22,1.010401388888889,1.1452719985963014,Thursday,1.3826394841269842,0.2149050750735025,-1.7321047216348016,False,0.0
2007-03-23,0.9090333333333334,1.1275899152629685,Friday,1.3436468253968257,0.2740138358879859,-1.5861005363289675,False,0.0
2007-03-24,2.0614097222222223,1.118197916666667,Saturday,1.436934523809524,0.3874219217796755,1.6118736790734152,False,0.0
2007-03-25,2.318362751911049,1.165072045434072,Sunday,1.5329063851936422,0.5113826491474929,1.5359464542389385,False,0.0
2007-03-26,0.983390277777778,1.1813026009896277,Monday,1.4598472582095152,0.5526038370143167,-0.8622035326537071,False,0.0
2007-03-27,0.7674583333333334,1.1952701935822203,Tuesday,1.3625170994793565,0.6117180165787158,-0.9727664545081304,False,0.0
2007-03-28,1.6207625,1.236136258397035,Wednesday,1.3815454724952294,0.6182924099664879,0.3868995052320576,False,0.0
2007-03-29,1.1044486111111111,1.2609578787674054,Thursday,1.3949807899555469,0.6098475507369483,-0.4764013211061561,False,0.0
2007-03-30,0.9738847222222222,1.2813657491377757,Friday,1.4042452740825309,0.6016727188761657,-0.7152735006236572,False,0.0
2007-03-31,2.4371597222222223,1.350623758397035,Saturday,1.4579238455111023,0.6815347613905102,1.4368098770387314,False,1.0
2007-04-01,1.934688888888889,1.4031761658044424,Sunday,1.4031132936507935,0.6127612646421909,0.8675084831749239,False,0.0
2007-04-02,1.3616513888888888,1.4296033880266643,Monday,1.4571505952380954,0.5856577035590655,-0.1630631779772622,False,0.0
2007-04-03,1.140847222222222,1.419235795434072,Tuesday,1.510491865079365,0.5263751901132291,-0.7022455651407669,False,0.0
2007-04-04,1.4249083333333332,1.4051509806192573,Wednesday,1.4825126984126984,0.5247396396006347,-0.10977704128319,False,0.0
2007-04-05,1.280609722222222,1.4189838046933312,Thursday,1.5076785714285712,0.5075282004880873,-0.4474014428912094,False,0.0
2007-04-06,1.111902777777778,1.4010656102488868,Friday,1.5273954365079363,0.4855393165943648,-0.8557343237299042,False,0.0
2007-04-07,1.079113888888889,1.4006441287674056,Saturday,1.3333888888888887,0.2956084331494978,-0.8601750541785304,False,0.0
2007-04-08,1.1172333333333333,1.4084266287674054,Sunday,1.2166095238095238,0.1378439141044195,-0.7209327384661395,False,0.0
2007-04-09,0.6950833333333333,1.374079591730368,Monday,1.1213855158730155,0.224159471079639,-1.901780819192897,False,0.0
2007-04-10,0.5398361111111112,1.3115038509896275,Tuesday,1.0355267857142858,0.3129706355240152,-1.58382486514502,False,0.0
2007-04-11,0.6163069444444444,1.2868930639525906,Wednesday,0.9200123015873016,0.2939460907457007,-1.033200871535316,False,0.0
2007-04-12,0.3734069444444444,1.269475517656294,Thursday,0.7904119047619048,0.3081122366594377,-1.353419016520217,False,0.0
2007-04-13,0.3826541666666667,1.2407176009896277,Friday,0.6862335317460317,0.3045589598063849,-0.9967835629342752,False,0.0
2007-04-14,0.3849083333333333,1.2099179250637018,Saturday,0.5870613095238095,0.265873702014189,-0.7603346049609969,False,0.0
2007-04-15,0.5042805555555555,1.1873278787674053,Sunday,0.4994966269841269,0.126642683388946,0.037775009526102,False,0.0
2007-04-16,0.6613819444444444,1.1624274158044423,Monday,0.4946821428571428,0.1183361434238296,1.4086972649620153,False,0.0
2007-04-17,0.8498152777777778,1.135869267656294,Tuesday,0.5389648809523809,0.1799882373284194,1.7270595092177987,False,0.0
2007-04-18,0.6932263888888889,1.109150008397035,Wednesday,0.549953373015873,0.1876806608756736,0.7633872089140021,False,0.0
2007-04-19,0.7143458333333332,1.084669221359998,Thursday,0.5986589285714287,0.1782296292120795,0.6490890727503342,False,0.0
2007-04-20,0.5712361111111112,1.0541249621007387,Friday,0.6255992063492063,0.152538688075722,-0.3563888999170403,False,0.0
2007-04-21,1.162261111111111,1.0591869528414797,Saturday,0.7366496031746033,0.2173157753834885,1.9584933822013055,False,0.0
2007-04-22,1.5511902777777775,1.080592184322961,Sunday,0.8862081349206348,0.3503007595263847,1.8983177306158716,False,0.0
2007-04-23,0.7323375,1.0362897769155537,Monday,0.8963446428571428,0.3436747123767344,-0.4772162075089162,False,0.0
2007-04-24,0.716736111111111,0.9829022222222222,Tuesday,0.8773333333333333,0.3502946572044723,-0.4584632363618359,False,0.0
2007-04-25,0.8778902777777778,0.9793855555555556,Wednesday,0.9037138888888888,0.3409475737828566,-0.0757407094134579,False,0.0
2007-04-26,0.8857402777777778,0.9833282870370372,Thursday,0.9281988095238096,0.3310935666526136,-0.1282372598637038,False,0.0
2007-04-27,0.7599527777777778,0.9546346296296296,Friday,0.9551583333333332,0.3037362745717766,-0.642681075320248,False,0.0
2007-04-28,1.0827619047619048,0.9539117394179896,Saturday,0.9438013038548752,0.2960919291347658,0.4693157335057986,False,0.0
2007-04-29,,,Sunday,,,,False,
2007-04-30,0.73059375,,Monday,,,,False,
2007-05-01,1.1554569444444445,,Tuesday,,,,False,
2007-05-02,0.6968652777777777,,Wednesday,,,,False,
2007-05-03,0.7571097222222223,,Thursday,,,,False,
2007-05-04,0.6931444444444445,,Friday,,,,False,
2007-05-05,1.0854527777777778,,Saturday,,,,False,
2007-05-06,1.4597944444444444,,Sunday,0.9397739087301586,0.2986402802231308,1.74129402546016,False,0.0
2007-05-07,1.1414333333333333,,Monday,0.9984652777777776,0.2909506112013468,0.491382557902988,False,0.0
2007-05-08,1.2425638888888888,,Tuesday,1.010909126984127,0.3004905300262464,0.7709220050446441,False,0.0
2007-05-09,1.1567611111111111,,Wednesday,1.0766085317460317,0.2690110689667141,0.2979527187225039,False,0.0
2007-05-10,0.4915861111111111,,Thursday,1.0386765873015873,0.3327415533244835,-1.6441904256453463,False,0.0
2007-05-11,0.6799680555555555,,Friday,1.036794246031746,0.335051288211246,-1.0649897583775765,False,0.0
2007-05-12,1.0010875,,Saturday,1.0247420634920634,0.3345262141359527,-0.0707106423727086,False,0.0
2007-05-13,1.1352347222222223,,Sunday,0.9783763888888888,0.2826471152797751,0.5549617344513457,False,0.0
2007-05-14,1.0192930555555555,,Monday,0.9609277777777778,0.27455775923215,0.2125792326576624,False,0.0
2007-05-15,0.62805,,Tuesday,0.8731400793650793,0.2676545456478568,-0.915695561126525,False,0.0
2007-05-16,1.1756555555555557,,Wednesday,0.8758392857142857,0.2710650163452248,1.1060677393331642,False,0.0
2007-05-17,0.8554277777777778,,Thursday,0.9278166666666666,0.213975095539319,-0.3383052065308554,False,0.0
2007-05-18,1.1330069444444444,,Friday,0.992536507936508,0.1941071697770871,0.7236746415356667,False,0.0
2007-05-19,0.9926680555555556,,Saturday,0.9913337301587302,0.1940714349889634,0.0068754342796574,False,0.0
2007-05-20,1.3668944444444444,,Sunday,1.024427976190476,0.2375759815396342,1.4415029079731936,False,0.0
2007-05-21,0.7778208333333333,,Monday,0.9899319444444444,0.2553145002024617,-0.8307836450452653,False,0.0
2007-05-22,0.7867027777777779,,Tuesday,1.012596626984127,0.2228081019280047,-1.0138493495148635,False,0.0
2007-05-23,1.0173166666666666,,Wednesday,0.9899767857142858,0.2112317707175357,0.1294307236998944,False,0.0
2007-05-24,0.8016583333333333,,Thursday,0.9822954365079364,0.2178151157342096,-0.8293139003035349,False,0.0
2007-05-25,1.1209861111111112,,Friday,0.9805781746031746,0.2164721111875937,0.6486190564578536,False,0.0
2007-05-26,1.0501722222222225,,Saturday,0.9887930555555556,0.2180924214987806,0.2814364948807267,False,0.0
2007-05-27,1.4957,,Sunday,1.0071938492063492,0.2572319613010319,1.8990880772469971,False,0.0
2007-05-28,1.1371305555555555,,Monday,1.0585238095238094,0.2390390152783665,0.3288448370664794,False,0.0
2007-05-29,0.7370416666666666,0.9840859027777776,Tuesday,1.0514293650793651,0.2489811511722065,-1.2626967821963917,False,0.0
2007-05-30,1.1179625,0.9969981944444444,Wednesday,1.0658073412698414,0.2495881875838202,0.2089648522033641,False,0.0
2007-05-31,0.6517708333333333,0.9802086574074074,Thursday,1.0443948412698414,0.2805374739391406,-1.3995421090220674,False,0.0
2007-06-01,0.7261417651146629,0.9811845403186368,Friday,0.9879885061274916,0.3014837533107219,-0.8685268713069197,False,0.0
2007-06-02,1.0308069444444443,0.9903077810593776,Saturday,0.9852220378735232,0.3009063397327792,0.1514920111400872,False,0.0
2007-06-03,1.4639069444444444,1.0159998643927108,Sunday,0.980680172794158,0.2920259240608298,1.6547392948224309,False,0.0
2007-06-04,0.6330680555555556,1.0009203736519705,Monday,0.9086712442227296,0.308689515848414,-0.8928168095041895,False,0.0
2007-06-05,1.0131194444444445,0.9860312069853036,Tuesday,0.9481109267624122,0.3006380985764655,0.2162351278492328,False,0.0
2007-06-06,1.176954829742877,0.9872152568656216,Wednesday,0.956538402439966,0.306953421132592,0.7180777672704274,False,0.0
2007-06-07,0.6840291666666667,0.9685974327915476,Thursday,0.9611467357732992,0.3018144495435946,-0.9181719746211332,False,0.0
2007-06-08,1.491698611111111,0.9797620161248808,Friday,1.0705119994870775,0.338891428425027,1.242836425758737,False,0.0
2007-06-09,0.7559300998573467,0.9885734824164222,Saturday,1.031243878831778,0.3595543038818681,-0.7657084785303692,False,0.0
2007-06-10,0.9311194444444444,0.9969451953793852,Sunday,0.955131378831778,0.3049457793505076,-0.0787416518388145,False,0.0
2007-06-11,0.5518430555555556,0.9819703805645704,Monday,0.9435278074032066,0.3203970863017918,-1.2224978584190718,False,0.0
2007-06-12,0.6380319444444444,0.9653969546386444,Tuesday,0.889943878831778,0.3377158129736871,-0.7459287504756582,False,0.0
2007-06-13,0.643938888888889,0.9528851490830887,Wednesday,0.8137987444240654,0.321939026491818,-0.5276149878010935,False,0.0
2007-06-14,0.8743638888888889,0.9610956120460518,Thursday,0.84098941902724,0.3171542959365568,0.1052310193784199,False,0.0
2007-06-15,0.687225,0.9448145935275332,Friday,0.7260646174399384,0.1361911391777829,-0.2851846138773941,False,0.0
2007-06-16,1.4012236111111112,0.9630077879719778,Saturday,0.8182494047619048,0.2906170541403031,2.0059875979190127,False,0.0
2007-06-17,1.3521458333333334,0.9703124176016072,Sunday,0.8783960317460318,0.3544319554732479,1.3366452834500688,False,0.0
2007-06-18,0.4711625,0.9529288990830888,Monday,0.8668702380952381,0.3678778017331448,-1.0756499474308616,False,0.0
2007-06-19,0.5857858136300418,0.9268919447226088,Tuesday,0.8594065051217521,0.3737771171689293,-0.7320423828087016,False,0.0
2007-06-20,0.7460319444444445,0.9258323150929793,Wednesday,0.8739912273439743,0.3658766865175337,-0.3497333599401054,False,0.0
2007-06-21,0.5603791666666667,0.9182881947226088,Thursday,0.8291362670265139,0.3845913658010649,-0.6988121009946581,False,0.0
2007-06-22,0.3932597222222222,0.8974862965744606,Friday,0.7871412273439742,0.4173263277476954,-0.943821366956466,False,0.0
2007-06-23,0.3316430555555555,0.8818191206485346,Saturday,0.634344005121752,0.3444609449574635,-0.87876711132978,False,0.0
2007-06-24,0.4962888888888888,0.8609958799077939,Sunday,0.5120787273439742,0.1360748685403073,-0.1160378740355589,False,0.0
2007-06-25,0.7445847222222223,0.8508096299077939,Monday,0.5511390448042917,0.1595844396566315,1.2121838309183293,False,0.0
2007-06-26,0.6561861111111111,0.8228258336114976,Tuesday,0.5611962301587302,0.1642810696093518,0.5782156226414875,False,0.0
2007-06-27,1.0283513888888889,0.8191998613892755,Wednesday,0.6015275793650794,0.236154256064059,1.807394101794336,False,0.0
2007-06-28,0.8996097222222222,0.8246187965744605,Thursday,0.6499890873015872,0.2599144550633795,0.9603953533856576,False,0.0
2007-06-29,0.906322446143155,0.8175641281125657,Friday,0.723283762147435,0.2474958592720958,0.7395626114071192,False,0.0
2007-06-30,0.9273013888888888,0.8267484799644176,Saturday,0.8083778097664825,0.1848778752406927,0.6432547916703365,False,0.0
2007-07-01,0.7129611111111112,0.8263091248309659,Sunday,0.839330984369657,0.135448102756939,-0.9329763258870888,False,0.0
2007-07-02,0.67155,0.8143338933494844,Monday,0.8288974526236252,0.1463379226738569,-1.0752336082718987,False,0.0
2007-07-03,0.73605,0.7900719952013363,Tuesday,0.8403065796077522,0.1331471556817637,-0.7830177000321126,False,0.0
2007-07-04,0.6968125,0.792196810016151,Wednesday,0.792943881195054,0.1124693399518536,-0.8547341100801904,False,0.0
2007-07-05,0.7342291666666666,0.7829004674235585,Thursday,0.7693180875442602,0.103326895301547,-0.3395913597828607,False,0.0
2007-07-06,0.7427250000000001,0.7684261397654626,Friday,0.7459470238095237,0.0838373777473699,-0.0384318295263559,False,0.0
2007-07-07,0.943198611111111,0.777065121246944,Saturday,0.7482180555555554,0.0895869366487537,2.1764395887318013,False,0.0
2007-07-08,0.7563055555555555,0.7525520193950922,Sunday,0.754410119047619,0.0882315885244717,0.0214825159518773,False,0.0
2007-07-09,0.8195541666666666,0.7546728216220695,Monday,0.7755535714285714,0.0826211311175077,0.5325586159733815,False,0.0
2007-07-10,0.6307805555555556,0.7446615253257731,Tuesday,0.7605150793650793,0.098972309349104,-1.3108163754360074,False,0.0
2007-07-11,0.5016333333333333,0.7429878679183658,Wednesday,0.7326323412698412,0.1392196815182368,-1.6592410312779566,False,0.0
2007-07-12,0.7427652777777779,0.746478979029477,Thursday,0.7338517857142858,0.1392733736037929,0.063999972376984,False,0.0
2007-07-13,0.5516541666666667,0.7434028216220695,Friday,0.7065559523809524,0.1550721533153857,-0.9989013656065407,False,0.0
2007-07-14,0.8945625,0.7440761086591066,Saturday,0.6996079365079365,0.1433486576776916,1.3600027140149704,False,0.0
2007-07-15,0.700018320610687,0.7445025526794627,Sunday,0.6915669029443839,0.1412007830549743,0.0598539008315035,False,0.0
2007-07-16,0.5928291666666666,0.7175560711979813,Monday,0.6591776172300982,0.1326969648601571,-0.4999997598539871,False,0.0
2007-07-17,0.4997444444444444,0.6891426915683517,Tuesday,0.6404581727856538,0.1459512059840424,-0.9641148724498672,False,0.0
2007-07-18,0.5257513888888888,0.6909623211979813,Wednesday,0.6439036092935903,0.1423685008250557,-0.8299042254430171,False,0.0
2007-07-19,0.4707541666666666,0.6871279329658688,Thursday,0.60504487913486,0.1479019009246426,-0.9079715110397116,False,0.0
2007-07-20,0.771126388888889,0.6879644144473502,Friday,0.6363980537380346,0.1576394528574479,0.8546612710758903,False,0.0
2007-07-21,0.7362833333333334,0.6938278866695724,Saturday,0.6137867442142252,0.1216898181995151,1.0066297323106388,False,0.0
2007-07-22,0.9560625434329396,0.7125879807099298,Sunday,0.6503644903316897,0.177577114003251,1.721494657783735,False,0.0
2007-07-23,0.6882069444444444,0.7244734436728927,Monday,0.6639898871570866,0.1760795115375589,0.1375347823031195,False,0.0
2007-07-24,0.5731138888888889,0.727034277006226,Tuesday,0.6744712363634359,0.1666017392570797,-0.6083810884959882,False,0.0
2007-07-25,0.3281666666666666,0.7131536751543741,Wednesday,0.6462448474745469,0.2076732192223188,-1.531628305272094,False,0.0
2007-07-26,0.6420138888888889,0.7126812677469668,Thursday,0.6707105220777215,0.1931320503423281,-0.1485855565555671,False,0.0
2007-07-27,0.8350791666666666,0.7062388603395593,Friday,0.6798466331888326,0.2000622230496953,0.7759212664515591,False,0.0
2007-07-28,1.1262930555555557,0.7137949714506706,Saturday,0.7355623077920072,0.262852623693378,1.4865012274686007,False,0.0
2007-07-29,0.2229972222222222,0.6910174639866394,Sunday,0.6308386904761905,0.3032826985823735,-1.3447567901510078,False,0.0
2007-07-30,0.3241777777777778,0.670913343616269,Monday,0.5788345238095237,0.3224130727589574,-0.7898462176257118,False,0.0
2007-07-31,0.5641194444444444,0.6659519547273801,Tuesday,0.5775496031746031,0.3224575909234152,-0.0416493799748955,False,0.0
2007-08-01,0.7472431289640592,0.6684750590261821,Wednesday,0.6374176692170879,0.3069712619602092,0.3577711445874934,False,0.0
2007-08-02,0.7079277777777778,0.6675376516187747,Thursday,0.6468339390583576,0.3081444523884223,0.1982636333248348,False,0.0
2007-08-03,0.7384472222222223,0.6689254756928487,Friday,0.6330293755662941,0.3003722100297334,0.3509573893187155,False,0.0
2007-08-04,0.7951319444444445,0.6709555682854413,Saturday,0.5857206454075641,0.226804673873285,0.923311215155459,False,0.0
2007-08-05,0.5465958333333333,0.6644179293965525,Sunday,0.631949018423437,0.1651490197948972,-0.5168252599749366,False,0.0
2007-08-06,0.75675,0.6582029756928488,Monday,0.6937450501694687,0.0981207539143327,0.6421164464914286,False,0.0
2007-08-07,1.0302638888888889,0.6673349201372931,Tuesday,0.7603371136615323,0.1432752041846237,1.883974109571188,False,0.0
